Category	Name	Value
Hits	TSO,TSO,TSO,TSO,TSO,Read1,Read1,Read1,Read1,Read1,-Read1	1.0
Hits	-Read1,-Read1,Read1,-TSO,-TSO,-TSO,-TSO	1.0
Hits	TSO,TSO,-Read1,Read1,Read1,-TSO	1.0
Hits	Read1,-TSO,TSO,-Read1,TSO	1.0
Hits	TSO,TSO,TSO,TSO,TSO,TSO,TSO,-TSO,-Read1	1.0
Hits	TSO,TSO,TSO,TSO,-Read1,Read1,Read1,Read1,-TSO,-TSO,-TSO,-TSO	1.0
Hits	Read1,Read1,Read1,TSO,-TSO,-TSO	1.0
Hits	Read1,-TSO,TSO,TSO,TSO,-Read1	1.0
Hits	TSO,-Read1,-Read1,Read1,Read1,-TSO	1.0
Hits	-Read1,-TSO,Read1	1.0
Hits	Read1,-TSO,-TSO,-TSO,-TSO,-TSO,TSO,-Read1	1.0
Hits	-TSO,TSO	1.0
Hits	TSO,-Read1,-Read1,Read1,-TSO,Read1	1.0
Hits	-TSO,-TSO,-TSO,-TSO,-TSO,-TSO,TSO,-Read1	1.0
Hits	Read1,TSO,TSO,TSO,TSO,-Read1,-Read1	1.0
Hits	TSO,TSO,TSO,-TSO,-TSO,-TSO,-TSO,-Read1,-Read1,-Read1	1.0
Hits	Read1,-Read1,-Read1,-Read1,-Read1	1.0
Hits	TSO,TSO,TSO,Read1	1.0
Hits	TSO,TSO,TSO,-Read1,-Read1,-Read1,-TSO,-TSO	1.0
Hits	TSO,-Read1,-Read1,-Read1,-Read1,-Read1,Read1	1.0
Hits	-Read1,-Read1,Read1,Read1,-TSO,-TSO	1.0
Hits	-TSO,-TSO,-TSO,TSO,TSO,-Read1	1.0
Hits	Read1,TSO,-TSO,-Read1	1.0
Hits	TSO,TSO,TSO,TSO,-Read1,-TSO,-TSO,-TSO,-TSO	1.0
Hits	-Read1,-Read1,Read1,-TSO,-TSO,-TSO	1.0
Hits	TSO,TSO,TSO,TSO,TSO,TSO,-TSO	1.0
Hits	TSO,TSO,TSO,-TSO,-TSO,-Read1	1.0
Hits	TSO,TSO,-TSO,-Read1,-Read1,-Read1,-Read1	1.0
Hits	TSO,TSO,TSO,-TSO,Read1,-Read1	1.0
Hits	Read1,Read1,-TSO,-TSO,-TSO,-TSO,-TSO,-TSO,TSO,-Read1	1.0
Hits	-Read1,TSO,TSO,TSO,TSO	1.0
Hits	TSO,Read1,-TSO,-TSO,-TSO,-TSO,-TSO,-Read1	1.0
Hits	Read1,-Read1,-Read1,-Read1,-Read1,-TSO,-TSO	1.0
Hits	Read1,-TSO,-TSO,-TSO,TSO,-Read1	1.0
Hits	Read1,-Read1,-Read1,-Read1,-TSO,-TSO	1.0
Hits	TSO,TSO,TSO,TSO,TSO,-TSO,-Read1,-Read1	1.0
Hits	TSO,TSO,TSO,TSO,TSO,TSO,-Read1,-Read1,-Read1	1.0
Hits	-Read1,-Read1,-TSO,-TSO	1.0
Hits	Read1,Read1,Read1,-Read1,-Read1	1.0
Hits	TSO,-Read1,-Read1,-Read1,Read1,-TSO,-TSO	1.0
Hits	TSO,Read1,-Read1,-Read1,-Read1	1.0
Hits	TSO,TSO,TSO,TSO,-Read1,-Read1,-TSO	1.0
Hits	-TSO,-TSO,TSO	1.0
Hits	-Read1,TSO,-Read1,Read1,-TSO	1.0
Hits	Read1,-Read1,-Read1,-Read1,-Read1,-Read1,-Read1	1.0
Hits	TSO,-TSO,-TSO,Read1,-Read1	1.0
Hits	TSO,TSO,TSO,-Read1,-Read1,-Read1,-Read1,-Read1,-Read1	1.0
Hits	TSO,-TSO,-TSO,-TSO,-TSO,-Read1,-Read1,-Read1,-Read1,-Read1	1.0
Hits	-Read1,-Read1,-Read1,-Read1,-Read1	1.0
Hits	-TSO,-TSO,-TSO,-Read1,-Read1	1.0
Hits	TSO,TSO,Read1,Read1,Read1,Read1,Read1,Read1,Read1,-TSO,-TSO,-TSO,-TSO,-TSO,-TSO	1.0
Hits	TSO,-TSO,-TSO,-TSO,-Read1,-Read1,-Read1,-Read1	1.0
Hits	Read1,Read1,Read1,Read1,Read1,Read1,Read1,-TSO,-TSO	1.0
Hits	Read1,TSO,TSO,TSO,-Read1,-Read1	1.0
Hits	TSO,Read1,-Read1,-TSO,-TSO	1.0
Hits	TSO,TSO,-TSO,Read1	1.0
Hits	TSO,Read1,Read1,Read1,Read1,Read1,Read1,-TSO	1.0
Hits	-TSO,TSO,-Read1,-Read1	1.0
Hits	Read1,-TSO,Read1,-Read1,TSO,-Read1	1.0
Hits	-Read1,-Read1,-Read1,-Read1,-Read1,-TSO	1.0
Hits	-Read1,-Read1,Read1,TSO,-TSO,-TSO	1.0
Hits	Read1,Read1,TSO	1.0
Hits	TSO,-Read1,Read1,Read1,Read1,Read1	1.0
Hits	TSO,-Read1,-Read1,-Read1,-Read1,-Read1,-Read1,-Read1,-Read1,-Read1	1.0
Hits	Read1,TSO,TSO,TSO	1.0
Hits	TSO,TSO,TSO,TSO,-TSO,-TSO,-TSO,-TSO	1.0
Hits	TSO,TSO,TSO,-Read1,Read1	1.0
Hits	Read1,-TSO,TSO,TSO,TSO,-Read1,-Read1,-Read1,-Read1	1.0
Hits	TSO,TSO,-Read1,-TSO,-TSO	1.0
Hits	-Read1,-Read1,-TSO,-TSO,-TSO	1.0
Hits	TSO,-Read1,Read1,Read1,Read1,-TSO,-TSO	1.0
Hits	TSO,TSO,TSO,TSO,-TSO,-Read1,-Read1,-Read1	1.0
Hits	TSO,-Read1,-Read1,Read1,Read1,-TSO,-TSO	1.0
Hits	TSO,TSO,TSO,TSO,TSO,-Read1,-Read1,-Read1	1.0
Hits	TSO,TSO,-Read1,Read1,Read1,Read1,-TSO,-TSO	1.0
Hits	TSO,-Read1,-Read1,Read1,Read1,Read1	1.0
Hits	Read1,-TSO,TSO,-Read1,-Read1,-Read1,-Read1	1.0
Hits	TSO,TSO,TSO,TSO,-Read1,-Read1,-Read1,Read1,Read1,Read1,Read1,Read1,-TSO,-TSO	1.0
Hits	Read1,-Read1,-Read1,-Read1,-TSO,-TSO,-TSO,-TSO,-TSO,-TSO,-TSO,-TSO	1.0
Hits	-Read1,TSO,TSO	1.0
Hits	Read1,TSO,-TSO,-TSO,-TSO,-TSO,-TSO,-TSO,-TSO	1.0
Hits	Read1,-TSO,TSO,TSO,-Read1,-Read1,-Read1,-Read1	1.0
Hits	TSO,TSO,-Read1,-Read1,-Read1,-Read1,-Read1	1.0
Hits	Read1,-TSO,Read1,-Read1,-Read1	1.0
Hits	TSO,TSO,-TSO,-TSO,-TSO	1.0
Hits	TSO,-Read1,-Read1,-TSO,Read1	1.0
Hits	TSO,TSO,-TSO,-TSO,-TSO,-TSO,-TSO,-Read1,-Read1	1.0
Hits	TSO,-TSO,-TSO,-TSO,-TSO,-Read1,Read1	1.0
Hits	TSO,-Read1,-TSO,-TSO,-TSO,-TSO	1.0
Hits	Read1,-TSO,-TSO,-Read1	1.0
Hits	Read1,-Read1,-Read1,-Read1,-Read1,-Read1,-Read1,-Read1,-TSO	1.0
Hits	Read1,-TSO,-TSO,TSO,TSO,TSO,-Read1	1.0
Hits	TSO,Read1,-Read1,-TSO	1.0
Hits	TSO,-TSO,-TSO,-TSO,-TSO,-Read1,-Read1,-Read1	1.0
Hits	TSO,Read1,Read1,Read1,-Read1,-Read1,-Read1,-Read1	1.0
Hits	-Read1,-Read1,-Read1,-TSO,-TSO	1.0
Hits	Read1,Read1,Read1,Read1,Read1,-TSO	1.0
Hits	Read1,TSO,TSO,TSO,TSO,TSO,-TSO,-TSO	1.0
Hits	TSO,-TSO,-TSO,-TSO,-TSO,TSO	1.0
Hits	-Read1,TSO,-TSO,-TSO,-TSO,-TSO,-TSO	1.0
Hits	TSO,Read1,Read1,Read1,-Read1,-Read1,-Read1	1.0
Hits	Read1,-TSO,Read1,Read1,Read1	1.0
Hits	-TSO,-TSO,-TSO,Read1,TSO,-Read1	1.0
Hits	TSO,TSO,TSO,TSO,TSO,TSO,TSO,TSO,Read1	1.0
Hits	TSO,Read1,Read1,Read1,-TSO	1.0
Hits	-TSO,-TSO,-TSO,TSO,-Read1	1.0
Hits	TSO,-TSO,-TSO,-TSO,-TSO,-TSO,-Read1	1.0
Hits	TSO,TSO,-Read1,-TSO,-TSO,-TSO	1.0
Hits	Read1,TSO,-Read1,-Read1,-Read1,-Read1,-Read1,-Read1,-TSO	1.0
Hits	Read1,-TSO,-TSO,TSO	1.0
Hits	Read1,-TSO,TSO,TSO,TSO	1.0
Hits	TSO,TSO,TSO,TSO,-TSO,-TSO,-Read1	1.0
Hits	Read1,TSO,-Read1,-TSO	1.0
Hits	Read1,-TSO,-Read1,TSO,-Read1	1.0
Hits	Read1,Read1,Read1,Read1,Read1,TSO,-TSO	1.0
Hits	Read1,-TSO,-TSO,-TSO,-TSO,-TSO,-TSO,-TSO,-TSO,-TSO,-TSO	1.0
Hits	TSO,-Read1,TSO,-Read1,-TSO,-TSO	1.0
Hits	TSO,-TSO,-Read1,Read1	1.0
Hits	Read1,-Read1,TSO,-Read1	1.0
Hits	TSO,TSO,TSO,-Read1,-Read1,-Read1,-TSO	1.0
Hits	Read1,TSO,TSO,-TSO,-TSO,-TSO,-TSO	1.0
Hits	TSO,TSO,TSO,TSO,TSO,TSO,-Read1,-Read1,-Read1,-Read1	1.0
Hits	-Read1,TSO,-Read1,Read1,Read1,Read1,-TSO,-TSO	1.0
Hits	Read1,-TSO,-TSO,TSO,TSO,TSO,TSO,TSO,TSO,-Read1,-Read1,-Read1,-Read1	1.0
Hits	TSO,-TSO,-Read1,-Read1,-Read1,-Read1,-Read1	1.0
Hits	TSO,TSO,TSO,-TSO,-TSO	1.0
Hits	Read1,TSO,-TSO,-TSO,-TSO,-TSO	1.0
Hits	TSO,TSO,TSO,TSO,TSO,TSO,-Read1,-Read1,Read1,-TSO	1.0
Hits	TSO,TSO,TSO,-Read1,Read1,-TSO,-TSO,-TSO	1.0
Hits	TSO,-Read1,-Read1,Read1,Read1	1.0
Hits	TSO,TSO,TSO,TSO,Read1,-Read1,Read1,-Read1	1.0
Hits	TSO,TSO,TSO,TSO,-Read1,-Read1,-Read1,-Read1,-TSO,-TSO	1.0
Hits	Read1,TSO,-TSO,-TSO,-TSO,-TSO,-TSO,-TSO,-TSO,-TSO	1.0
AutotuneSample	0.0	479.0
AutotuneSample	0.034482758620689655	479.0
AutotuneSample	0.06896551724137931	590.0
AutotuneSample	0.10344827586206896	819.0
AutotuneSample	0.13793103448275862	1239.0
AutotuneSample	0.1724137931034483	1239.0
AutotuneSample	0.20689655172413793	1489.0
AutotuneSample	0.24137931034482757	1846.0
AutotuneSample	0.27586206896551724	2209.0
AutotuneSample	0.3103448275862069	2209.0
AutotuneSample	0.3448275862068966	2509.0
AutotuneSample	0.3793103448275862	2796.0
AutotuneSample	0.41379310344827586	3092.0
AutotuneSample	0.4482758620689655	3092.0
AutotuneSample	0.48275862068965514	3336.0
AutotuneSample	0.5172413793103449	3386.0
AutotuneSample	0.5517241379310345	3216.0
AutotuneSample	0.5862068965517241	3216.0
AutotuneSample	0.6206896551724138	2789.0
AutotuneSample	0.6551724137931034	2146.0
AutotuneSample	0.6896551724137931	2151.0
AutotuneSample	0.7241379310344828	2151.0
AutotuneSample	0.7586206896551724	2417.0
AutotuneSample	0.7931034482758621	2649.0
AutotuneSample	0.8275862068965517	2728.0
AutotuneSample	0.8620689655172413	2728.0
AutotuneSample	0.896551724137931	2739.0
AutotuneSample	0.9310344827586207	2738.0
AutotuneSample	0.9655172413793103	2738.0
AutotuneSample	1.0	2738.0
Parameter	Cutoff(q)	0.5172413793103449
